,Name,Cas No.,solubility,predicted pH,RI,smiles,mols,mw,exactmw,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,hallKierAlpha,kappa1,kappa2,kappa3,Phi,single,double,molar_conc_low,ri,molar_conc_high,molar_conc
10,"1,3-Adamantanediacetic Acid",17768-28-4,-,6.051445613372314,1.3332,OC(=O)CC12CC3CC(C1)CC(C3)(CC(O)=O)C2,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c93c0>,252.30999999999992,252.13615912,252.30999999999992,4.0,2.0,4.0,2.0,2.0,18.0,38.0,4.0,0.0,0.8571428571428571,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,106.37751675887736,74.6,2.5224,64.05360000000003,10.522478559799277,6.840485534679739,5.355869462920621,5.355869462920621,5.704673643368973,10.522478559799277,6.840485534679739,5.355869462920621,5.355869462920621,5.704673643368973,-1.06,11.998586610972906,3.71662627877465,1.9146273156996312,2.477459017027532,38,2,0.3963378383734296,1.3332,2,0.3963378383734296
11,"1,3-Adamantanedicarboxylic Acid",39269-10-8,-,6.080944490253023,1.3331,[O-]C(=O)C12CC3CC(C1)CC(C3)(C2)C([O-])=O,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c9430>,222.23999999999992,222.09030608782,222.23999999999992,4.0,0.0,2.0,0.0,4.0,16.0,30.0,4.0,0.0,0.8333333333333334,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,93.64763253008414,80.25999999999999,-0.9271999999999994,49.562000000000026,9.03033438735399,5.887306667270548,4.927118132970106,4.927118132970106,4.740179118776502,9.03033438735399,5.887306667270548,4.927118132970106,4.927118132970106,4.740179118776502,-1.06,10.116943695994893,2.786982699950185,1.1006449702150896,1.7622341910692405,30,2,0.4499640028797697,1.3331,2,0.44996400287976973
12,1-Adamantylthiourea,25444-82-0,-,11.615767569916793,1.3331,NC(=S)NC12CC3CC(CC(C3)C1)C2,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c94a0>,210.34599999999995,210.119069576,210.34599999999995,2.0,3.0,1.0,2.0,1.0,14.0,32.0,3.0,0.0,0.9090909090909092,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,90.61971183903358,38.05,1.7884,60.82410000000003,9.27678663526938,6.135942356245197,4.528663960934382,4.528663960934382,4.741592014518779,8.460290054341653,5.727694065781334,4.426601888318415,4.426601888318415,4.5250856635726695,-0.31,8.95531373273035,2.8447785492722137,1.330226033976791,1.8197060292052984,33,1,0.4754071862550275,1.3331,2,0.47540718625502754
13,4-(3-Aminophenyl)-2-methyl-3-butyn-2-ol,69088-96-6,-,6.498361663579158,1.3332,CC(C)(O)C#Cc1cccc(N)c1,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c9510>,175.231,175.099714036,175.231,2.0,3.0,0.0,2.0,2.0,13.0,26.0,2.0,0.0,0.2727272727272727,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.389463532548,46.25,1.3912,54.03020000000002,7.833964941448089,4.083649137390711,1.3993666080416267,1.3993666080416267,0.8415458264532821,7.833964941448089,4.083649137390711,1.3993666080416267,1.3993666080416267,0.8415458264532821,-1.46,9.626655112651646,3.506439498836867,3.636030681381721,2.5965602868216613,19,0,0.5706752800588937,1.3332,2,0.5706752800588937
14,Acetamidine Hydrochloride,124-42-5,+,5.640363446723585,1.3494,[H+].[Cl-].CC(N)=N,<rdkit.Chem.rdchem.Mol object at 0x7fcf3a7dddd0>,94.54500000000002,94.029775904,94.54500000000002,2.0,3.0,0.0,2.0,1.0,5.0,12.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.76732646054862,49.870000000000005,-2.94123,18.70010000000001,3.711243688217307,1.0386751345948129,0.0,0.0,0.0,3.955314742198853,1.0386751345948129,0.0,0.0,0.0,-0.24,8.834144087376602,3.76,202.2044444444444,6.643276353707205,8,1,1.0576973927759266,1.3494,2,1.0576973927759266
15,beta-Alanine,107-95-9,+,6.613674727458193,1.3496,NCCC(O)=O,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c9040>,89.09399999999998,89.047678464,89.09399999999998,3.0,3.0,2.0,2.0,2.0,6.0,13.0,3.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.76478180587526,63.32,-0.5802,21.307199999999995,3.3470257175265417,1.6895326240390471,0.3582030387883616,0.3582030387883616,0.1234752875356692,3.3470257175265417,1.6895326240390471,0.3582030387883616,0.3582030387883616,0.1234752875356692,-0.5700000000000001,5.43,2.6557336343115123,3.43,2.4034389390519184,11,1,1.1224100388353877,1.3496,2,1.1224100388353875
16,4-Aminobutyric Acid,56-12-2,+,8.116533739619726,1.3509,NCCCC(O)=O,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c90b0>,103.12099999999998,103.063328528,103.12099999999998,3.0,3.0,3.0,2.0,2.0,7.0,16.0,3.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.12972392027186,63.32,-0.1900999999999997,25.924199999999995,4.054132498713089,2.189532624039047,0.5947663120195236,0.5947663120195236,0.2532877977688784,4.054132498713089,2.189532624039047,0.5947663120195236,0.5947663120195236,0.2532877977688784,-0.5700000000000001,6.43,3.614162062615101,5.43,3.319866008945014,14,1,0.9697345836444566,1.3509,2,0.9697345836444566
17,"Disodium Anthraquinone-2,6-disulfonate",853-68-9,-,6.204710205355469,1.3387,[Na+].[Na+].[O-][S](=O)(=O)c1ccc2C(=O)c3cc(ccc3C(=O)c2c1)[S]([O-])(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c9120>,412.30800000000016,411.9299477119999,412.30800000000016,8.0,0.0,2.0,0.0,8.0,26.0,32.0,12.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.6196658664177,148.54,-5.721799999999996,75.67540000000001,19.17957768163184,9.109060905280623,5.2004877211011085,5.2004877211011085,3.413424890527703,13.546584519776388,6.292564324352898,3.537919395350436,3.537919395350436,2.4196313987160867,-0.3999999999999998,23.6390625,7.917215236686391,4.195650478948541,7.198290223306997,14,6,0.2425371324349756,1.3387,2,0.24253713243497568
18,2-(2-Aminoethoxy)ethanol,929-06-6,+,12.234827896640288,1.345,NCCOCCO,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c9580>,105.137,105.078978592,105.137,3.0,3.0,4.0,2.0,3.0,7.0,18.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.08174704973497,55.48,-1.0460000000000005,26.959199999999992,4.261239279899637,2.3018263256703264,0.4978133577100984,0.4978133577100984,0.2499451283860893,4.261239279899637,2.3018263256703264,0.4978133577100984,0.4978133577100984,0.2499451283860893,-0.12,6.880000000000001,5.88,5.88,5.779200000000001,17,0,0.9511399412195516,1.345,2,0.9511399412195516
19,7-Aminoheptanoic Acid,929-17-9,+,7.842933389308929,1.3516,NCCCCCCC(O)=O,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c9660>,145.202,145.11027872,145.202,3.0,3.0,6.0,2.0,2.0,10.0,25.0,3.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.224550263461694,63.32,0.9802,39.775200000000005,6.175452842272732,3.689532624039047,1.3447663120195232,1.3447663120195232,0.7741166830435926,6.175452842272732,3.689532624039047,1.3447663120195232,1.3447663120195232,0.7741166830435926,-0.5700000000000001,9.43,6.548623962040332,7.43,6.175352396204034,23,1,0.6886957479924518,1.3516,2,0.6886957479924518
20,3-Amino-1-propanol,156-87-6,+,12.91280862782855,1.3457,NCCCO,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c96d0>,75.11099999999999,75.068413908,75.11099999999999,2.0,3.0,2.0,2.0,2.0,5.0,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.603259705831498,46.25,-0.6724999999999999,20.7572,3.145884208249226,1.724476056480701,0.3622380282403504,0.3622380282403504,0.0912870929175276,3.145884208249226,1.724476056480701,0.3622380282403504,0.3622380282403504,0.0912870929175276,-0.08,4.920000000000001,3.92,3.92,3.8572800000000007,13,0,1.3313629162173315,1.3457,2,1.3313629162173317
21,Alizarin Complexone,3952-78-1,-,5.015654023354846,1.3331,OC(=O)CN(CC(O)=O)Cc1cc2C(=O)c3ccccc3C(=O)c2c(O)c1O,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c9740>,385.32800000000015,385.07976644,385.32800000000015,9.0,4.0,6.0,4.0,7.0,28.0,43.0,9.0,0.0,0.1578947368421052,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.62011805197054,152.43999999999997,0.8443999999999996,93.62720000000004,14.377132828863015,8.12496778013723,4.352865475217768,4.352865475217768,3.192315034388307,14.377132828863015,8.12496778013723,4.352865475217768,4.352865475217768,3.192315034388307,-3.7199999999999993,19.05302391526449,7.122532264219973,3.3015841049172647,4.846634913122359,29,4,0.259519162894988,1.3331,2,0.25951916289498805
22,"1,3-Dioxane",505-22-6,+,3.3096689967086363,1.3413,C1COCOC1,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c97b0>,88.106,88.052429496,88.106,2.0,0.0,0.0,0.0,2.0,6.0,14.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,37.05533667650391,18.46,0.3808,21.387999999999995,3.644923705673916,2.1547005383792515,0.7440169358562924,0.7440169358562924,0.4398264056274473,3.644923705673916,2.1547005383792515,0.7440169358562924,0.7440169358562924,0.4398264056274473,-0.08,4.088918918918919,2.157216946676406,0.9536924762600438,1.4701141975796104,14,0,1.1349964815109073,1.3413,2,1.1349964815109073
23,"2,5-Dimethyl-3-hexyne-2,5-diol",142-30-3,-,6.641592324884381,1.3462,CC(C)(O)C#CC(C)(C)O,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c9820>,142.198,142.099379688,142.198,2.0,2.0,0.0,2.0,2.0,10.0,24.0,2.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.88153872485709,40.46,0.5316000000000001,40.37160000000001,6.894427190999917,3.1972135954999583,0.6743033988749896,0.6743033988749896,0.3059016994374948,6.894427190999917,3.1972135954999583,0.6743033988749896,0.6743033988749896,0.3059016994374948,-0.52,9.48,2.611074500964172,7.479999999999999,2.475298626914035,22,0,0.7032447713751248,1.3462,2,0.7032447713751248
24,"1,4-Dioxane (stabilized with BHT)",123-91-1,+,6.02814747586335,1.342,C1COCCO1,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c9890>,88.106,88.052429496,88.106,2.0,0.0,0.0,0.0,2.0,6.0,14.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,37.05533667650391,18.46,0.0332,21.637999999999995,3.644923705673916,2.1547005383792515,0.7440169358562925,0.7440169358562925,0.4398264056274473,3.644923705673916,2.1547005383792515,0.7440169358562925,0.7440169358562925,0.4398264056274473,-0.08,4.088918918918919,2.157216946676406,0.9536924762600438,1.4701141975796104,14,0,1.1349964815109073,1.342,2,1.1349964815109073
25,"4,4'-Diaminostilbene-2,2'-disulfonic Acid",81-11-8,-,5.989177888371098,1.3332,Nc1ccc(\C=C\c2ccc(N)cc2[S](O)(=O)=O)c(c1)[S](O)(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c9900>,370.4080000000001,370.0293281679999,370.4080000000001,8.0,6.0,4.0,4.0,6.0,24.0,38.0,10.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.46583193627663,160.78,1.5148000000000006,90.26600000000002,13.750412787534808,9.284291601539676,4.892237411955777,4.892237411955777,3.4415500589030965,12.117419625679355,6.404164943938398,3.0735044214631984,3.0735044214631984,2.0036409697448168,-2.4,17.94615083405122,6.244236838782983,4.113674197384067,4.669167339680774,22,5,0.269972570786808,1.3332,2,0.269972570786808
26,Decamethylcyclopentasiloxane,541-02-6,+,6.379927811503999,1.3334,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c9970>,370.7750000000001,370.09395670999993,370.7750000000001,5.0,0.0,0.0,0.0,5.0,20.0,50.0,10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,128.72384656737225,46.150000000000006,3.5920000000000023,92.83500000000004,19.54124145231932,21.12372435695794,22.12117307087383,22.12117307087383,29.44913861549357,14.541241452319316,7.041241452319316,2.457908118985982,2.457908118985982,3.0637931794992865,0.8844155844155843,18.93229817878161,5.506912481195034,6.332486608143111,5.212925456921924,50,0,0.2697053469085024,1.3334,2,0.2697053469085024
27,Dodecamethylcyclohexasiloxane,540-97-6,+,6.476200682622772,1.3335,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c99e0>,444.9300000000002,444.1127480519999,444.9300000000002,6.0,0.0,0.0,0.0,6.0,24.0,60.0,12.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,154.19492032886598,55.38000000000001,4.310400000000003,111.40200000000006,23.44948974278318,25.34846922834953,26.545407685048595,26.545407685048595,35.338966338592286,17.44948974278318,8.449489742783179,2.9494897427831783,2.9494897427831783,3.676551815399144,1.0612987012987012,23.101200863270385,6.901004953389387,8.17155377666074,6.642562566111338,60,0,0.2247544557570852,1.3335,2,0.22475445575708528
28,"2,4-Dihydroxyquinoline",86-95-3,-,5.015772112918259,1.3333,OC1=CC(=O)c2ccccc2N1,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c9a50>,161.16,161.047678464,161.16,3.0,2.0,0.0,2.0,2.0,12.0,19.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.28847148441845,53.09,1.2336999999999998,46.233500000000014,6.242213231911951,3.582431481361162,1.723076274761935,1.723076274761935,1.182969779199636,6.242213231911951,3.582431481361162,1.723076274761935,1.723076274761935,1.182969779199636,-1.7699999999999998,6.9106599483478695,2.373363897516029,0.9545011181175423,1.3667925691182348,8,1,0.6205013651030031,1.3333,2,0.6205013651030031
29,"1,3-Cyclohexanediol (cis- and trans- mixture)",504-01-8,+,6.146500505078,1.3459,OC1CCCC(O)C1,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c9ac0>,116.15999999999998,116.083729624,116.15999999999998,2.0,2.0,0.0,2.0,2.0,8.0,20.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,49.14659795067538,40.46,0.2822,30.481599999999982,4.877554854125357,3.1493909413497745,1.6188473146861124,1.6188473146861124,1.138865491799989,4.877554854125357,3.1493909413497745,1.6188473146861124,1.6188473146861124,1.138865491799989,-0.08,6.046262626262625,2.464484911550468,1.4562252861602496,1.8626153767119684,20,0,0.8608815426997246,1.3459,2,0.8608815426997246
30,"1,4-Cyclohexanediol (cis- and trans- mixture)",556-48-9,+,6.833115608775074,1.3467,OC1CCC(O)CC1,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c9b30>,116.15999999999998,116.083729624,116.15999999999998,2.0,2.0,0.0,2.0,2.0,8.0,20.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.14659795067539,40.46,0.2822,30.481599999999982,4.877554854125357,3.1493909413497745,1.6662276937553815,1.6662276937553815,1.0582220523858166,4.877554854125357,3.1493909413497745,1.6662276937553815,1.6662276937553815,1.0582220523858166,-0.08,6.046262626262625,2.464484911550468,1.4562252861602496,1.8626153767119684,20,0,0.8608815426997246,1.3467,2,0.8608815426997246
31,"1,3-Cyclohexanediamine (cis- and trans- mixture)",3385-21-5,+,12.406423379867729,1.3497,[NH3+][C@@H]1CCC[C@H]([NH3+])C1,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c9ba0>,116.208,116.13025135217998,116.208,2.0,6.0,0.0,2.0,0.0,8.0,24.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,50.23791184030878,55.28,-1.218599999999999,31.8202,5.397341225498536,3.4494897427831783,1.891411538058256,1.891411538058256,1.402308180573931,5.397341225498536,3.4494897427831783,1.891411538058256,1.891411538058256,1.402308180573931,-0.08,6.046262626262625,2.464484911550468,1.4562252861602496,1.8626153767119684,24,0,0.8605259534627564,1.3497,2,0.8605259534627564
32,"1,4-Cyclohexanedicarboxylic Acid (cis- and trans- mixture)",1076-97-7,-,3.8033081193991833,1.3359,OC(=O)C1CCC(CC1)C(O)=O,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c9c10>,172.18,172.073558864,172.18,4.0,2.0,2.0,2.0,2.0,12.0,24.0,4.0,0.0,0.75,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.19952637955613,74.6,0.9620000000000002,40.71960000000001,6.694051435053083,4.065805317008899,2.42566188845413,2.42566188845413,1.5873141388618548,6.694051435053083,4.065805317008899,2.42566188845413,2.42566188845413,1.5873141388618548,-1.06,9.031407678244973,3.559264205416041,1.9640462553438829,2.6787638394747435,22,2,0.5807875479149727,1.3359,2,0.5807875479149727
33,"1,4-Cyclohexanediamine (cis- and trans- mixture)",3114-70-3,+,13.816734001640633,1.3511,NC1CCC(N)CC1,<rdkit.Chem.rdchem.Mol object at 0x7fceec1c9c80>,114.192,114.115698448,114.192,2.0,4.0,0.0,2.0,2.0,8.0,22.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2379118403088,52.04,0.2149999999999995,34.418800000000005,5.137828201504693,3.299659828522119,1.8164965809277265,1.8164965809277265,1.144979834845595,5.137828201504693,3.299659828522119,1.8164965809277265,1.8164965809277265,1.144979834845595,-0.08,6.046262626262625,2.464484911550468,1.4562252861602496,1.8626153767119684,22,0,0.8757180888328429,1.3511,2,0.8757180888328429
